order_id,item_id,product_id,quantity,list_price,discount,total_price,product_name,Category_id,Product_category
26,2,2,1,749.99,0.2,749.79,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
26,3,12,1,549.99,0.2,549.79,Electra Townie Original 21D - 2016,1,Children Bicycles
26,4,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
27,1,5,1,1320.99,0.2,1320.79,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
27,2,19,1,449,0.2,448.8,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
27,3,26,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
27,4,8,1,1799.99,0.07,1799.92,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
28,1,5,1,1320.99,0.05,1320.94,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
28,2,7,2,3999.99,0.2,7999.78,Trek Slash 8 27.5 - 2016,9,Not found
28,3,14,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
28,4,6,1,469.99,0.05,469.94,Surly Ice Cream Truck Frameset - 2016,8,Not found
29,1,24,2,549.99,0.05,1099.93,Electra Townie Original 21D - 2016,1,Children Bicycles
29,2,6,1,469.99,0.2,469.79,Surly Ice Cream Truck Frameset - 2016,8,Not found
29,3,21,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
29,4,8,1,1799.99,0.2,1799.79,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
29,5,14,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
30,1,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
30,2,17,1,429,0.07,428.93,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
30,3,19,1,449,0.1,448.9,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
30,4,4,1,2899.99,0.1,2899.89,Trek Fuel EX 8 29 - 2016,9,Not found
30,5,7,2,3999.99,0.1,7999.88,Trek Slash 8 27.5 - 2016,9,Not found
31,1,11,2,1680.99,0.05,3361.93,Surly Straggler 650b - 2016,8,Not found
31,2,9,2,2999.99,0.2,5999.78,Trek Conduit+ - 2016,9,Not found
32,1,8,2,1799.99,0.07,3599.91,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
32,2,12,2,549.99,0.07,1099.91,Electra Townie Original 21D - 2016,1,Children Bicycles
32,3,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
33,1,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
33,2,7,1,3999.99,0.1,3999.89,Trek Slash 8 27.5 - 2016,9,Not found
34,1,8,2,1799.99,0.07,3599.91,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
34,2,10,2,1549,0.1,3097.9,Surly Straggler - 2016,8,Not found
34,3,17,2,429,0.2,857.8,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
35,1,18,1,449,0.05,448.95,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
35,2,20,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
35,3,5,1,1320.99,0.2,1320.79,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
35,4,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
35,5,22,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
36,1,9,1,2999.99,0.07,2999.92,Trek Conduit+ - 2016,9,Not found
36,2,5,1,1320.99,0.05,1320.94,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
36,3,3,2,999.99,0.2,1999.78,Surly Wednesday Frameset - 2016,8,Not found
37,1,16,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
38,1,7,2,3999.99,0.05,7999.93,Trek Slash 8 27.5 - 2016,9,Not found
38,2,23,1,299.99,0.07,299.92,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
38,3,25,1,499.99,0.2,499.79,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
38,4,10,2,1549,0.1,3097.9,Surly Straggler - 2016,8,Not found
38,5,24,1,549.99,0.07,549.92,Electra Townie Original 21D - 2016,1,Children Bicycles
39,1,22,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
39,2,16,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
39,3,3,2,999.99,0.05,1999.93,Surly Wednesday Frameset - 2016,8,Not found
39,4,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016,1,Children Bicycles
40,1,17,1,429,0.2,428.8,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
40,2,8,2,1799.99,0.2,3599.78,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
41,1,5,1,1320.99,0.1,1320.89,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
41,2,19,2,449,0.2,897.8,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
41,3,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
42,1,19,1,449,0.05,448.95,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
43,1,13,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
43,2,12,2,549.99,0.05,1099.93,Electra Townie Original 21D - 2016,1,Children Bicycles
44,1,7,1,3999.99,0.1,3999.89,Trek Slash 8 27.5 - 2016,9,Not found
44,2,16,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
45,1,4,2,2899.99,0.2,5799.78,Trek Fuel EX 8 29 - 2016,9,Not found
45,2,22,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
45,3,21,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
46,1,17,1,429,0.1,428.9,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
47,1,6,1,469.99,0.05,469.94,Surly Ice Cream Truck Frameset - 2016,8,Not found
47,2,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016,1,Children Bicycles
47,3,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
47,4,13,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
48,1,11,1,1680.99,0.1,1680.89,Surly Straggler 650b - 2016,8,Not found
48,2,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016,9,Not found
48,3,5,2,1320.99,0.1,2641.88,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
48,4,14,2,269.99,0.07,539.91,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
49,1,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
50,1,3,1,999.99,0.05,999.94,Surly Wednesday Frameset - 2016,8,Not found
50,2,26,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
50,3,13,2,269.99,0.2,539.78,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
51,1,13,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
51,2,20,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
51,3,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
52,1,25,1,499.99,0.07,499.92,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
53,1,8,2,1799.99,0.2,3599.78,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
53,2,23,2,299.99,0.05,599.93,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
53,3,14,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
53,4,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
54,1,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
54,2,3,1,999.99,0.2,999.79,Surly Wednesday Frameset - 2016,8,Not found
55,1,21,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
55,2,25,2,499.99,0.2,999.78,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
55,3,15,2,529.99,0.2,1059.78,Electra Moto 1 - 2016,1,Children Bicycles
56,1,20,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
57,1,23,2,299.99,0.1,599.88,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
57,2,19,2,449,0.2,897.8,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
57,3,13,1,269.99,0.07,269.92,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
58,1,14,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
58,2,18,1,449,0.07,448.93,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
58,3,23,1,299.99,0.1,299.89,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
59,1,21,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
59,2,2,1,749.99,0.1,749.89,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
59,3,17,2,429,0.1,857.9,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
60,1,14,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
60,2,4,1,2899.99,0.1,2899.89,Trek Fuel EX 8 29 - 2016,9,Not found
60,3,15,1,529.99,0.07,529.92,Electra Moto 1 - 2016,1,Children Bicycles
60,4,22,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
61,1,25,1,499.99,0.1,499.89,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
61,2,15,2,529.99,0.05,1059.93,Electra Moto 1 - 2016,1,Children Bicycles
61,3,5,2,1320.99,0.2,2641.78,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
62,1,14,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
62,2,8,2,1799.99,0.1,3599.88,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
62,3,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
63,1,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
63,2,19,2,449,0.05,897.95,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
63,3,3,1,999.99,0.1,999.89,Surly Wednesday Frameset - 2016,8,Not found
64,1,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
64,2,22,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
64,3,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
64,4,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016,1,Children Bicycles
65,1,12,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016,1,Children Bicycles
66,1,2,1,749.99,0.2,749.79,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
66,2,23,1,299.99,0.07,299.92,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
66,3,12,1,549.99,0.07,549.92,Electra Townie Original 21D - 2016,1,Children Bicycles
67,1,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
67,2,12,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016,1,Children Bicycles
67,3,21,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
67,4,5,2,1320.99,0.1,2641.88,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
67,5,19,1,449,0.2,448.8,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
68,1,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
68,2,17,1,429,0.1,428.9,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
69,1,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
69,2,5,1,1320.99,0.2,1320.79,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
69,3,10,1,1549,0.05,1548.95,Surly Straggler - 2016,8,Not found
70,1,3,2,999.99,0.05,1999.93,Surly Wednesday Frameset - 2016,8,Not found
70,2,18,1,449,0.2,448.8,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
70,3,20,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
71,1,26,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
71,2,24,1,549.99,0.2,549.79,Electra Townie Original 21D - 2016,1,Children Bicycles
71,3,18,1,449,0.1,448.9,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
72,1,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
72,2,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016,1,Children Bicycles
72,3,13,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
73,1,22,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
73,2,26,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
73,3,3,2,999.99,0.07,1999.91,Surly Wednesday Frameset - 2016,8,Not found
73,4,25,1,499.99,0.07,499.92,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
73,5,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
74,1,16,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
74,2,6,1,469.99,0.07,469.92,Surly Ice Cream Truck Frameset - 2016,8,Not found
75,1,3,1,999.99,0.1,999.89,Surly Wednesday Frameset - 2016,8,Not found
75,2,7,2,3999.99,0.07,7999.91,Trek Slash 8 27.5 - 2016,9,Not found
75,3,15,1,529.99,0.2,529.79,Electra Moto 1 - 2016,1,Children Bicycles
76,1,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016,1,Children Bicycles
76,2,11,2,1680.99,0.1,3361.88,Surly Straggler 650b - 2016,8,Not found
76,3,5,1,1320.99,0.07,1320.92,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
77,1,20,1,599.99,0.07,599.92,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
77,2,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016,1,Children Bicycles
77,3,26,1,599.99,0.2,599.79,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
77,4,25,1,499.99,0.2,499.79,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
78,1,17,1,429,0.07,428.93,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
78,2,19,1,449,0.2,448.8,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
78,3,18,2,449,0.1,897.9,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
78,4,14,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
79,1,9,2,2999.99,0.1,5999.88,Trek Conduit+ - 2016,9,Not found
79,2,17,2,429,0.05,857.95,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
79,3,6,1,469.99,0.1,469.89,Surly Ice Cream Truck Frameset - 2016,8,Not found
79,4,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
80,1,26,1,599.99,0.1,599.89,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
80,2,24,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016,1,Children Bicycles
80,3,17,1,429,0.2,428.8,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
81,1,10,2,1549,0.2,3097.8,Surly Straggler - 2016,8,Not found
81,2,23,2,299.99,0.05,599.93,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
81,3,25,2,499.99,0.05,999.93,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
82,1,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
82,2,11,2,1680.99,0.2,3361.78,Surly Straggler 650b - 2016,8,Not found
83,1,20,1,599.99,0.2,599.79,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
83,2,3,2,999.99,0.05,1999.93,Surly Wednesday Frameset - 2016,8,Not found
84,1,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
84,2,15,2,529.99,0.07,1059.91,Electra Moto 1 - 2016,1,Children Bicycles
85,1,4,2,2899.99,0.05,5799.93,Trek Fuel EX 8 29 - 2016,9,Not found
85,2,18,1,449,0.07,448.93,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
86,1,9,2,2999.99,0.1,5999.88,Trek Conduit+ - 2016,9,Not found
86,2,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
86,3,21,2,269.99,0.2,539.78,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
86,4,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016,1,Children Bicycles
87,1,20,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
87,2,23,2,299.99,0.1,599.88,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
88,1,10,1,1549,0.07,1548.93,Surly Straggler - 2016,8,Not found
88,2,8,2,1799.99,0.1,3599.88,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
88,3,7,1,3999.99,0.1,3999.89,Trek Slash 8 27.5 - 2016,9,Not found
89,1,5,1,1320.99,0.05,1320.94,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
89,2,6,2,469.99,0.1,939.88,Surly Ice Cream Truck Frameset - 2016,8,Not found
90,1,3,1,999.99,0.1,999.89,Surly Wednesday Frameset - 2016,8,Not found
90,2,6,1,469.99,0.07,469.92,Surly Ice Cream Truck Frameset - 2016,8,Not found
91,1,11,1,1680.99,0.1,1680.89,Surly Straggler 650b - 2016,8,Not found
91,2,25,1,499.99,0.05,499.94,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
91,3,15,2,529.99,0.07,1059.91,Electra Moto 1 - 2016,1,Children Bicycles
91,4,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
92,1,8,1,1799.99,0.1,1799.89,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
93,1,22,2,269.99,0.07,539.91,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
93,2,17,1,429,0.05,428.95,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
93,3,21,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
93,4,2,1,749.99,0.2,749.79,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
93,5,10,2,1549,0.07,3097.93,Surly Straggler - 2016,8,Not found
94,1,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016,1,Children Bicycles
94,2,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016,9,Not found
94,3,11,1,1680.99,0.2,1680.79,Surly Straggler 650b - 2016,8,Not found
94,4,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
